Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPprPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPprPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
242,Donald Brown,SDG,RB,27,13,3.0,0.0,0.0,0.0,0.0,0.0,104.6,274.5,2.62,0.0,50.5,35.7,259.7,7.28,0.0,88.6,78.4,57.9,,72,,5.54,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,293.4,1092.5,380.0,574.0,4098.0,31.0,18.0,344.3,523.5,3838.3,31.0
306,Ladarius Green,SDG,TE,24,14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.6,21.7,258.3,11.89,0.0,48.0,44.6,32.1,,46,,3.0,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,358.3,545.4,3839.7,31.0
344,Dontrelle Inman,SDG,WR,25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.9,27.4,361.1,13.17,0.0,64.0,30.8,21.8,,140,,4.0,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,352.6,535.1,3736.9,31.0
417,Danny Woodhead,SDG,RB,29,3,0.0,0.0,0.0,0.0,0.0,0.0,80.0,202.7,2.53,0.0,32.0,26.7,181.3,6.8,0.0,64.0,12.2,9.7,,128,,4.0,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,318.0,1164.3,380.0,574.0,4098.0,31.0,18.0,353.3,542.0,3916.7,31.0
428,John Phillips,SDG,TE,27,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,7.0,7.1,6.6,,75,,0.44,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,379.0,573.0,4097.0,30.0
447,Seyi Ajirotutu,SDG,WR,27,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,4.0,45.0,11.25,0.0,9.0,8.5,6.5,,177,,0.56,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,376.0,562.0,4053.0,31.0
519,David Johnson,SDG,TE,27,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.1,4.6,4.0,0.0,1.1,1.4,0.9,,93,,0.07,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,378.9,,4093.4,31.0
16,Joe Flacco,BAL,QB,29,16,16.0,344.0,554.0,3986.0,27.0,12.0,39.0,70.0,1.79,2.0,0.0,0.0,0.0,,0.0,262.0,277.4,274.4,,13,,16.38,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,14.0,409.0,1949.0,0.0,0.0,-167.0,0.0,0.0,344.0,554.0,3819.0,27.0
31,Justin Forsett,BAL,RB,29,16,14.0,0.0,0.0,0.0,0.0,0.0,235.0,1266.0,5.39,8.0,59.0,44.0,263.0,5.98,0.0,249.0,252.9,224.9,84.0,8,15.0,15.56,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,8.0,213.0,753.0,344.0,554.0,3819.0,27.0,12.0,300.0,495.0,3556.0,27.0
66,Torrey Smith,BAL,WR,25,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,49.0,767.0,15.65,11.0,192.0,194.7,167.2,21.0,19,51.0,12.0,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,295.0,462.0,3052.0,16.0
67,Steve Smith,BAL,WR,35,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,134.0,79.0,1065.0,13.48,6.0,220.0,223.5,180.0,19.0,20,53.0,13.75,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,265.0,420.0,2754.0,21.0
159,Owen Daniels,BAL,TE,32,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,84.3,51.2,562.1,10.98,4.3,133.3,127.7,100.7,,16,,8.33,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,292.8,469.7,3256.9,22.7
182,Lorenzo Taliaferro,BAL,RB,23,13,0.0,0.0,0.0,0.0,0.0,0.0,83.7,359.4,4.29,4.9,12.3,9.8,140.3,14.25,0.0,89.8,77.6,66.6,,51,,5.62,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,11.1,364.3,1659.6,344.0,554.0,3819.0,27.0,12.0,334.2,541.7,3678.7,27.0
233,Bernard Pierce,BAL,RB,23,13,2.0,0.0,0.0,0.0,0.0,0.0,114.5,450.5,3.94,2.5,7.4,2.5,16.0,6.5,0.0,61.5,53.9,48.9,,68,,3.85,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,13.5,333.5,1568.5,344.0,554.0,3819.0,27.0,12.0,341.5,546.6,3803.0,27.0
238,Kamar Aiken,BAL,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,24.0,267.0,11.13,3.0,69.0,71.7,56.7,,100,,4.31,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,320.0,522.0,3552.0,24.0
298,Marlon Brown,BAL,WR,23,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.4,27.4,291.4,10.63,0.0,57.1,52.5,37.5,,122,,3.57,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,316.6,518.6,3527.6,27.0
317,Kyle Juszczyk,BAL,RB,23,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,19.0,182.0,9.58,1.0,39.0,44.2,29.7,,95,,2.44,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,325.0,527.0,3637.0,26.0
330,Crockett Gillmore,BAL,TE,23,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,10.7,129.1,12.1,1.1,29.9,31.1,23.1,,49,,1.87,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,333.3,538.0,3689.9,25.9
341,Michael Campanaro,BAL,WR,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,28.0,408.0,14.57,4.0,92.0,26.2,19.7,,137,,5.75,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,316.0,518.0,3411.0,23.0
362,Dennis Pitta,BAL,TE,29,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,112.0,85.3,666.7,7.81,0.0,154.7,31.5,20.5,,58,,9.67,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,448.0,2019.0,344.0,554.0,3819.0,27.0,12.0,258.7,442.0,3152.3,27.0
388,Jacoby Jones,BAL,WR,30,16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.33,0.0,18.0,9.0,131.0,14.56,0.0,20.0,30.7,21.2,,155,,1.25,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,445.0,2003.0,344.0,554.0,3819.0,27.0,12.0,335.0,536.0,3688.0,27.0
455,Fitzgerald Toussaint,BAL,RB,24,4,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,2.0,0.0,24.0,12.0,108.0,9.0,0.0,28.0,6.9,5.4,,137,,1.75,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16.0,424.0,1971.0,344.0,554.0,3819.0,27.0,12.0,332.0,530.0,3711.0,27.0
17,Jay Cutler,CHI,QB,31,15,15.0,394.7,598.4,4066.1,29.9,19.2,41.6,203.7,4.9,2.1,0.0,0.0,0.0,,0.0,273.1,285.6,273.6,,14,,17.07,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,5.9,313.4,1237.3,1.3000000000000114,10.600000000000023,-274.0999999999999,0.10000000000000142,-0.1999999999999993,396.0,609.0,3792.0,30.0
22,Matt Forte,CHI,RB,29,16,16.0,0.0,0.0,0.0,0.0,0.0,266.0,1038.0,3.9,6.0,130.0,102.0,808.0,7.92,4.0,347.0,354.6,295.6,124.0,4,5.0,21.69,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,2.0,89.0,403.0,396.0,609.0,3792.0,30.0,19.0,294.0,479.0,2984.0,26.0
46,Alshon Jeffery,CHI,WR,24,16,16.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,5.5,0.0,145.0,85.0,1133.0,13.33,10.0,262.0,264.6,219.1,55.0,12,28.0,16.38,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,349.0,1408.0,396.0,609.0,3792.0,30.0,19.0,311.0,464.0,2659.0,20.0
77,Martellus Bennett,CHI,TE,27,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,128.0,90.0,916.0,10.18,6.0,222.0,224.6,176.6,41.0,5,37.0,13.88,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,306.0,481.0,2876.0,24.0
95,Brandon Marshall,CHI,WR,30,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,130.5,75.1,887.4,11.82,9.8,220.3,183.1,148.6,,34,,13.77,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,320.9,478.5,2904.6,20.2
313,Ka'Deem Carey,CHI,RB,22,14,0.0,0.0,0.0,0.0,0.0,0.0,41.1,180.6,4.39,0.0,6.9,5.7,65.1,11.4,0.0,30.9,29.5,24.0,,93,,1.93,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,313.9,1260.4,396.0,609.0,3792.0,30.0,19.0,390.3,602.1,3726.9,30.0
321,Marquess Wilson,CHI,WR,22,7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.1,38.9,320.0,8.24,2.3,84.6,40.0,28.5,,131,,5.29,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,357.1,535.9,3472.0,27.7
342,Josh Morgan,CHI,WR,29,14,7.0,0.0,0.0,0.0,0.0,0.0,2.3,34.3,15.0,0.0,21.7,11.4,80.0,7.0,1.1,29.7,26.0,21.0,,138,,1.86,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,352.7,1406.7,396.0,609.0,3792.0,30.0,19.0,384.6,587.3,3712.0,28.9
346,Jimmy Clausen,CHI,QB,27,4,1.0,104.0,192.0,892.0,8.0,4.0,12.0,36.0,3.0,0.0,0.0,0.0,0.0,,0.0,64.0,16.8,16.8,,51,,4.0,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,343.0,1405.0,292.0,417.0,2900.0,22.0,15.0,396.0,609.0,3792.0,30.0
367,Dante Rosario,CHI,TE,30,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,16.0,116.0,7.25,0.0,28.0,31.6,19.6,,60,,1.75,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,380.0,587.0,3676.0,30.0
424,Santonio Holmes,CHI,WR,30,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.9,14.2,119.1,8.38,0.0,26.7,14.7,10.7,,168,,1.67,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,381.8,584.1,3672.9,30.0
503,Micheal Spurlock,CHI,WR,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,16.0,128.0,8.0,0.0,32.0,1.8,1.3,,196,,2.0,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,380.0,561.0,3664.0,30.0
509,Chris Williams,CHI,WR,27,6,6.0,0.0,0.0,0.0,0.0,0.0,2.7,-21.3,-8.0,0.0,,0.0,0.0,,0.0,-2.7,5.2,5.2,,223,,-0.17,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,352.3,1462.3,396.0,609.0,3792.0,30.0,19.0,396.0,,3792.0,30.0
510,Pat O'Donnell,CHI,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.0,-12.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-1.2,-1.2,,224,,-0.06,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,354.0,1453.0,396.0,609.0,3792.0,30.0,19.0,396.0,609.0,3792.0,30.0
527,Blake Annen,CHI,,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,95,,0.0,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,396.0,,3792.0,30.0
550,Tony Fiammetta,CHI,,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,163,,0.0,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8.0,355.0,1441.0,396.0,609.0,3792.0,30.0,19.0,396.0,,3792.0,30.0
18,Matthew Stafford,DET,QB,26,16,16.0,363.0,602.0,4257.0,22.0,12.0,43.0,93.0,2.16,2.0,0.0,0.0,0.0,,0.0,254.0,269.6,263.6,,15,,15.88,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,9.0,353.0,1329.0,2.0,2.0,-227.0,0.0,0.0,365.0,604.0,4030.0,22.0
51,Joique Bell,DET,RB,28,15,6.0,0.0,0.0,0.0,0.0,0.0,237.9,917.3,3.86,7.5,56.5,36.3,343.5,9.47,1.1,213.3,205.2,181.2,45.0,14,34.0,13.33,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,3.5,158.1,504.70000000000005,365.0,604.0,4030.0,22.0,12.0,328.7,547.5,3686.5,20.9
53,Golden Tate,DET,WR,26,16,16.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,6.0,0.0,144.0,99.0,1331.0,13.44,4.0,261.0,262.1,209.6,41.0,13,38.0,16.31,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,391.0,1392.0,365.0,604.0,4030.0,22.0,12.0,266.0,460.0,2699.0,18.0
56,Calvin Johnson,DET,WR,29,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,157.5,87.4,1325.5,15.17,9.8,279.4,229.7,191.2,34.0,14,41.0,17.46,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,277.6,446.5,2704.5,12.2
178,Reggie Bush,DET,RB,29,11,9.0,0.0,0.0,0.0,0.0,0.0,110.5,432.0,3.91,2.9,81.5,58.2,368.0,6.33,0.0,155.6,113.0,87.0,,49,,9.73,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,8.1,285.5,990.0,365.0,604.0,4030.0,22.0,12.0,306.8,522.5,3662.0,22.0
195,Theo Riddick,DET,RB,23,14,2.0,0.0,0.0,0.0,0.0,0.0,22.9,58.3,2.55,0.0,57.1,38.9,361.1,9.29,4.6,108.6,97.7,77.7,,54,,6.79,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,373.1,1363.7,365.0,604.0,4030.0,22.0,12.0,326.1,546.9,3668.9,17.4
270,Jeremy Ross,DET,WR,26,16,13.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-0.5,0.0,35.0,24.0,314.0,13.08,1.0,57.0,62.3,45.3,,110,,3.56,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,394.0,1423.0,365.0,604.0,4030.0,22.0,12.0,341.0,569.0,3716.0,21.0
278,Eric Ebron,DET,TE,21,13,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.8,30.8,305.2,9.92,1.2,68.9,58.8,43.3,,39,,4.31,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,334.2,546.2,3724.8,20.8
300,Corey Fuller,DET,WR,24,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,14.0,212.0,15.14,1.0,39.0,43.2,32.2,,124,,2.44,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,351.0,573.0,3818.0,21.0
347,Joseph Fauria,DET,TE,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.4,13.7,169.1,12.33,2.3,48.0,21.4,18.4,,52,,3.0,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,351.3,576.6,3860.9,19.7
369,Jed Collins,DET,RB,28,16,2.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,2.38,0.0,6.0,5.0,39.0,7.8,1.0,17.0,16.8,14.3,,113,,1.06,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,388.0,1403.0,365.0,604.0,4030.0,22.0,12.0,360.0,598.0,3991.0,21.0
415,Brandon Pettigrew,DET,TE,29,14,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.1,11.4,80.0,7.0,0.0,19.4,17.0,12.0,,71,,1.21,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,353.6,586.9,3950.0,22.0
416,George Winn,DET,RB,24,12,0.0,0.0,0.0,0.0,0.0,0.0,25.3,97.3,3.84,0.0,4.0,0.0,0.0,,0.0,9.3,7.3,7.3,,127,,0.58,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,370.7,1324.7,365.0,604.0,4030.0,22.0,12.0,365.0,600.0,4030.0,22.0
469,Ryan Broyles,DET,WR,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,6.4,80.0,12.5,0.0,16.0,4.5,3.5,,185,,1.0,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,358.6,588.0,3950.0,22.0
523,Jordan Thompson,DET,,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,,,,103,,0.0,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,365.0,596.0,4030.0,22.0
535,Kellen Davis,DET,,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,,,,94,,0.0,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11.0,396.0,1422.0,365.0,604.0,4030.0,22.0,12.0,365.0,596.0,4030.0,22.0
20,Colin Kaepernick,SFO,QB,27,16,16.0,289.0,478.0,3369.0,19.0,10.0,104.0,639.0,6.14,1.0,0.0,0.0,0.0,,0.0,251.0,271.7,260.7,,16,,15.69,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,9.0,366.0,1537.0,3.0,9.0,-306.0,1.0,0.0,292.0,487.0,3063.0,20.0
62,Frank Gore,SFO,RB,31,16,16.0,0.0,0.0,0.0,0.0,0.0,255.0,1106.0,4.34,4.0,19.0,11.0,111.0,10.09,1.0,159.0,166.7,153.2,27.0,17,47.0,9.94,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,6.0,215.0,1070.0,292.0,487.0,3063.0,20.0,10.0,281.0,468.0,2952.0,19.0
70,Anquan Boldin,SFO,WR,34,16,16.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,130.0,83.0,1062.0,12.8,5.0,220.0,222.6,178.1,15.0,22,55.0,13.75,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10.0,469.0,2172.0,292.0,486.0,3063.0,20.0,10.0,209.0,357.0,2001.0,15.0
127,Michael Crabtree,SFO,WR,27,16,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,108.0,68.0,698.0,10.26,4.0,162.0,165.2,128.2,,52,,10.12,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10.0,469.0,2172.0,292.0,487.0,3063.0,20.0,10.0,224.0,379.0,2365.0,16.0
190,Carlos Hyde,SFO,RB,23,14,0.0,0.0,0.0,0.0,0.0,0.0,94.9,380.6,4.01,4.6,18.3,13.7,77.7,5.67,0.0,84.6,78.1,68.1,,52,,5.29,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,5.4,375.1,1795.4,292.0,487.0,3063.0,20.0,10.0,278.3,468.7,2985.3,20.0
193,Steve Johnson,SFO,WR,28,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.5,43.1,535.4,12.43,3.7,119.4,99.5,79.0,,82,,7.46,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10.0,470.0,2176.0,292.0,487.0,3063.0,20.0,10.0,248.9,425.5,2527.6,16.3
256,Vernon Davis,SFO,TE,30,14,14.0,0.0,0.0,0.0,0.0,0.0,1.1,4.6,4.0,0.0,57.1,29.7,280.0,9.42,2.3,72.0,65.9,49.9,,30,,4.5,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10.0,468.9,2171.4,292.0,487.0,3063.0,20.0,10.0,262.3,429.9,2783.0,17.7
264,Brandon Lloyd,SFO,WR,33,14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,16.0,336.0,21.0,1.1,56.0,52.4,42.4,,107,,3.5,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10.0,470.0,2176.0,292.0,487.0,3063.0,20.0,10.0,276.0,447.0,2727.0,18.9
